time,open,high,low,close
1715148000,23.76657327,24.01657227,22.68324427,22.9499082
1715234400,22.9499082,23.166574,22.2165778,22.31657573
1715320800,20.999916,22.249911,20.999916,21.6999132
1715580000,21.7165798,21.916579,19.9332536,21.333248
1715666400,21.34991627,21.34991627,20.0332532,20.4499182
1715752800,20.4332516,22.249911,20.166586,22.166578
1715839200,22.49991,23.8665712,22.18324627,23.5499058
1715925600,23.5499058,23.56657073,22.48324173,22.48324173
1716184800,22.4665768,22.4665768,21.333248,21.333248
1716271200,21.333248,22.14990973,20.83325,20.83325
1716357600,20.83325,22.2999108,20.83325,21.6332468
1716444000,21.64991173,22.2832442,21.34991627,22.1165782
1716530400,22.1165782,22.1165782,21.1332488,21.1332488
1716789600,21.1332488,21.43324927,20.083253,21.166582
1716876000,21.166582,21.2999148,20.333252,20.916583
1716962400,20.8999164,20.8999164,19.7332544,19.7332544
1717048800,19.7999208,20.749917,19.6999212,20.749917
1717135200,20.749917,22.583243,20.499918,20.5665844
1717394400,20.666584,21.083249,19.7665876,20.6832506
1717480800,20.6832506,20.999916,19.99992,19.99992
1717567200,20.0499198,20.1499194,19.333256,19.499922
1717653600,19.5165886,21.333248,19.5165886,21.166582
1717740000,21.166582,21.333248,19.7832542,20.7665836
1717999200,20.4665848,20.7665836,19.9499202,19.9499202
1718085600,19.9332536,20.2999188,19.249923,20.166586
1718172000,20.1832526,21.916579,19.6832546,21.66658
1718258400,21.64991173,22.49991,21.1165822,22.416577
1718344800,22.3832438,22.93324327,21.7165798,22.64990773
1718863200,22.6999092,24.09990527,22.49991,23.6999052
1718949600,23.6999052,24.416569,22.999908,24.1165702
1719208800,24.1165702,24.333236,23.4665728,23.749905
1719295200,23.749905,23.999904,23.14990573,23.7999048
1719381600,23.7999048,24.09990527,23.083241,23.083241
1719468000,23.0499078,24.3665692,22.8832418,23.8832378
1719554400,23.8832378,24.84990227,23.33324,24.6332348
1719813600,24.68323627,25.34990027,22.999908,23.98323573
1719900000,23.7165718,25.1332328,22.5332432,24.9665668
1719986400,25.2165658,26.833226,25.2165658,25.666564
1720072800,25.81656173,26.76656127,25.23323073,26.166562
1720159200,26.1998952,26.416561,24.98323173,25.083233
1720418400,25.09990127,26.01656427,24.5499018,26.01656427
1720504800,26.166562,26.833226,25.8665632,26.249895
1720591200,26.249895,26.84989427,25.1165662,25.1165662
1720677600,25.31656373,25.5498978,22.64990773,23.84990627
1720764000,23.84990627,24.083237,22.833242,23.249907
1721109600,23.249907,23.583239,22.166578,22.583243
1721196000,22.583243,23.56657073,22.5499098,22.916575
1721282400,22.916575,23.0332412,21.999912,22.1165782
1721368800,22.14990973,22.249911,21.4665808,21.76658127
1721628000,21.749913,22.2832442,21.0499158,21.5499138
1721714400,21.7999128,21.999912,21.48324573,21.7832462
1721800800,21.7999128,21.98324373,21.333248,21.833246
1721887200,21.833246,22.06657673,21.3832478,21.999912
1721973600,21.98324373,23.09990927,21.6999132,23.0499078
1722232800,23.31657173,24.14990173,23.2832402,23.48323773
1722319200,23.1999072,24.26657127,23.0332412,23.89990273
1722405600,23.98323573,26.01656427,23.6999052,25.333232
1722492000,25.34990027,25.4665648,23.5499058,24.56656673
1722578400,24.583235,25.14989773,23.1332408,23.4665728
1722837600,22.166578,24.26657127,21.4665808,23.89990273
1722924000,23.89990273,24.9999,23.8832378,24.48323373
1723010400,24.48323373,25.01656827,23.7165718,24.5499018
1723096800,24.4665688,24.4665688,23.33324,23.33324
1723183200,23.499906,23.51657427,22.1332448,22.49991
1723442400,22.666576,23.06657273,22.1332448,22.31657573
1723528800,22.666576,22.7832422,21.999912,22.2999108
1723615200,22.333244,22.5332432,21.76658127,21.9665788
1723701600,21.9665788,22.3832438,20.8832498,22.166578
1723788000,22.333244,22.9665748,22.1165782,22.916575
1724047200,23.31657173,23.33324,22.49991,22.49991
1724133600,22.49991,22.56657473,21.89991073,21.89991073
1724220000,21.89991073,22.1165782,20.8999164,21.333248
1724306400,21.333248,22.1332448,20.8165834,21.1999152
1724392800,21.2332484,21.7165798,19.6332548,20.1499194
1724652000,20.166586,20.5665844,19.16659,19.16659
1724738400,19.083257,19.1332568,17.249931,17.249931
1724824800,15.916603,16.9832654,15.52493823,15.52493823
1724911200,15.47493777,15.47493777,13.97494377,13.97494377
1725256800,12.583283,12.583283,12.583283,12.583283
1725343200,11.3249542,11.3249542,11.3249542,11.3249542
1725429600,10.19995937,12.4499497,10.19995937,12.4499497
1725516000,13.01661427,13.69161223,12.6999487,13.69161223
1725602400,14.16661,15.05827277,14.10827723,15.05827277
1725861600,15.416605,16.55826677,15.416605,16.55826677
1725948000,16.3916011,16.3916011,14.9082737,14.9082737
1726034400,13.666612,16.3916011,13.4249463,15.9416029
1726120800,14.8249407,15.583271,14.3499426,14.3499426
1726207200,13.6332788,14.1082769,13.083281,13.6582787
1726466400,13.4082797,14.3666092,13.0416145,13.33328
1726552800,13.2999468,13.2999468,12.8166154,12.8166154
1726639200,12.9332816,14.0916103,12.833282,14.0916103
1726725600,14.499942,14.6499414,13.3999464,13.9916107
1726812000,13.6916119,13.6916119,13.33328,13.4332796
1727071200,13.4332796,13.5166126,12.8832818,13.0332812
1727157600,13.1249475,13.666612,12.9832814,13.2166138
1727244000,13.1916139,13.1916139,12.583283,12.7666156
1727330400,12.7082825,12.916615,12.249951,12.333284
